date,A0110402001,A104507035,E0104705010,T100503002,T102007001,T103204001,T104209001,T106605002,T109203001,T109205004,T109902001,T109902002,T110505001,T200103002,T203901002,T203908001,T205105003,T210101002,T210408001,T210701004,T210708002,T210709001,T210709003,T210904001,T300307001,T300406089,T300508099,T300608006,T300608033,T300901091,T300901113,T301911010,T302602009,T302603034,T302806050,T303007001,T304802030,T304802122,T305001120,T305519001,T305602003,T305607002,T305607004,T305607005,T306004001,T306102001,T306102002,T308703001,T308705001,T308707002,T309306012,T309708020,T3HH
17/02/2019,B,A,NA,NA,NA,A,A,A,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,A,A,NA,NA,NA,A,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA
18/02/2019,B,NA,NA,NA,NA,A,A,A,NA,A,NA,NA,A,A,NA,NA,NA,NA,A,NA,A,A,A,NA,NA,NA,A,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA
19/02/2019,B,A,NA,NA,NA,A,A,A,NA,NA,NA,NA,A,A,NA,A,A,NA,NA,NA,NA,A,A,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A
20/02/2019,A,A,NA,NA,NA,A,A,A,NA,NA,A,NA,NA,A,NA,NA,A,NA,A,NA,NA,A,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A
21/02/2019,A,A,NA,NA,NA,A,A,NA,NA,NA,A,NA,NA,A,NA,A,A,NA,A,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A
22/02/2019,A,A,NA,A,NA,A,A,NA,NA,A,A,NA,A,A,NA,NA,A,NA,A,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A
23/02/2019,B,A,NA,A,NA,A,A,NA,NA,A,A,NA,A,A,NA,A,NA,NA,A,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,A,NA,NA,A
24/02/2019,B,NA,NA,A,A,A,A,A,NA,A,NA,NA,A,A,NA,A,A,NA,NA,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,A,NA,A,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,A,NA,NA,A
25/02/2019,B,A,NA,A,A,A,A,A,A,A,NA,NA,A,A,NA,A,A,NA,NA,NA,A,A,A,NA,A,NA,A,NA,A,A,A,NA,NA,NA,NA,A,NA,NA,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,A,NA,NA,A
26/02/2019,B,A,NA,A,A,A,NA,NA,A,A,A,NA,A,A,NA,NA,NA,NA,A,NA,NA,A,NA,A,A,NA,A,A,A,A,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,NA,NA,A,NA,NA,A
27/02/2019,B,A,NA,A,NA,A,NA,NA,NA,A,A,NA,A,A,NA,NA,NA,NA,A,NA,NA,A,A,A,A,A,A,NA,A,A,NA,NA,NA,NA,NA,A,NA,A,NA,NA,NA,A,NA,A,NA,A,NA,NA,NA,A,A,NA,A
28/02/2019,B,NA,NA,A,NA,A,A,NA,NA,NA,A,NA,A,A,NA,NA,A,NA,NA,NA,A,A,NA,A,A,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,NA,NA,A,A,NA,A
01/03/2019,B,NA,NA,A,NA,A,A,A,NA,NA,A,NA,A,A,NA,NA,A,A,A,NA,A,A,NA,NA,A,NA,NA,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,NA,A,NA,NA,NA,A,A,NA,A
02/03/2019,B,NA,NA,NA,NA,A,A,NA,A,NA,NA,NA,A,A,NA,NA,NA,A,A,NA,A,A,A,NA,A,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,A,NA,A,NA,A,NA,NA,NA,A,NA,NA,NA,A,A,NA,A
03/03/2019,B,NA,NA,NA,NA,A,A,NA,NA,A,NA,NA,A,A,NA,NA,A,A,A,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,NA,A,NA,NA,A,A,A,NA,A
04/03/2019,B,NA,NA,NA,NA,A,A,NA,NA,NA,NA,NA,NA,A,NA,A,A,A,A,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,A,NA,NA,A,NA,NA,A,A,A,NA,A
05/03/2019,B,NA,NA,NA,NA,A,A,A,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,A,NA,A,A,A,NA,A,NA,A,NA,A,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,A,NA,NA,A,NA,NA,NA,A,NA,NA,A
06/03/2019,B,A,NA,NA,NA,A,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,A,NA,A,A,A,NA,A,NA,A,NA,A,NA,NA,A,NA,NA,NA,NA,NA,NA,A,A,NA,A,NA,NA,NA,A,A,A,NA,A,NA,NA,A
07/03/2019,A,A,NA,NA,NA,A,A,NA,NA,NA,A,NA,NA,A,NA,A,A,NA,A,NA,A,A,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,NA,A,NA,NA,NA,A,NA,NA,A
08/03/2019,B,A,NA,NA,NA,A,A,A,A,NA,NA,NA,A,A,NA,A,A,NA,A,NA,A,A,A,NA,A,A,A,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,NA,NA,A,NA,NA,NA,A,NA,NA,A
09/03/2019,B,A,NA,NA,NA,A,A,A,NA,NA,A,NA,A,A,NA,NA,A,NA,A,NA,A,A,A,NA,A,NA,A,A,A,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,A,A,A,NA,A,NA,A,NA,NA,NA,A,NA,NA,A
10/03/2019,B,NA,NA,NA,NA,A,A,NA,NA,NA,NA,NA,A,A,NA,NA,A,NA,A,NA,A,A,A,NA,A,NA,A,NA,A,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,A,NA,NA,A
11/03/2019,B,A,NA,NA,NA,A,A,A,NA,A,NA,NA,A,A,NA,NA,A,NA,A,NA,A,A,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,A,A,A,NA,NA,NA,A,NA,NA,A
12/03/2019,B,A,NA,NA,NA,A,A,A,NA,A,A,NA,A,A,NA,A,NA,NA,A,NA,A,A,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,A,NA,NA,NA,A,A,NA,A
13/03/2019,A,A,NA,NA,NA,A,A,A,NA,A,NA,NA,A,A,NA,NA,NA,NA,A,NA,A,A,A,NA,A,NA,A,NA,A,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,A,NA,NA,NA,A,A,NA,A
14/03/2019,A,A,NA,NA,NA,A,A,A,NA,A,NA,NA,A,A,NA,A,NA,NA,A,NA,A,A,A,NA,A,NA,A,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA
15/03/2019,A,NA,NA,NA,NA,A,A,A,A,A,A,NA,A,A,NA,NA,NA,NA,A,NA,A,A,A,A,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,A
16/03/2019,B,A,NA,NA,NA,A,A,A,NA,NA,NA,NA,A,A,NA,NA,NA,A,A,NA,A,A,A,A,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,A
17/03/2019,B,A,NA,NA,NA,A,A,A,NA,A,NA,NA,A,A,NA,NA,NA,A,A,NA,A,A,A,A,A,A,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,A
18/03/2019,B,A,NA,NA,NA,A,A,A,NA,A,NA,NA,NA,A,NA,NA,A,A,A,NA,A,A,A,A,A,NA,A,NA,A,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A,A,NA,NA,A,A,NA,A
19/03/2019,B,A,NA,NA,A,A,A,A,A,NA,A,NA,NA,A,NA,NA,A,A,A,NA,A,A,NA,A,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,NA,A,NA,A,NA,NA,A,A,A,NA,A
20/03/2019,B,A,NA,NA,A,A,A,A,NA,A,NA,NA,A,A,NA,NA,A,A,A,NA,A,A,A,A,A,NA,A,NA,NA,NA,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,A,A,A,NA,A
21/03/2019,B,A,NA,NA,A,A,A,A,NA,A,NA,NA,A,A,NA,NA,A,A,A,NA,A,A,A,A,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,A,NA,NA,A,A,A,NA,A
22/03/2019,B,NA,NA,NA,NA,A,A,A,NA,A,NA,NA,A,A,NA,A,A,A,A,NA,A,A,A,A,A,NA,A,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,NA,A,A,A,NA,A
23/03/2019,B,NA,NA,NA,NA,A,NA,NA,A,A,NA,NA,A,NA,NA,A,NA,NA,A,NA,A,A,NA,NA,A,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,A,A,A,NA,A
24/03/2019,B,NA,NA,NA,NA,A,A,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A,A,NA,NA,A,NA,A,NA,A,A,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A,A,NA,NA,A,A,NA,A,NA,A,A,NA,A
25/03/2019,B,NA,NA,NA,NA,A,A,NA,NA,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,A,A,NA,A
26/03/2019,B,NA,NA,NA,NA,A,A,NA,NA,NA,NA,NA,NA,NA,NA,A,A,NA,A,NA,A,NA,NA,NA,A,NA,A,NA,A,A,NA,A,A,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A,A,A,NA,A,NA,A,A,NA,A
27/03/2019,B,NA,NA,NA,A,A,A,NA,NA,A,NA,NA,A,NA,NA,A,A,NA,A,NA,A,NA,NA,NA,A,NA,A,NA,A,NA,NA,A,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,NA,NA,A,A,NA,A
28/03/2019,B,NA,NA,NA,A,A,NA,NA,NA,A,NA,NA,A,NA,NA,A,NA,NA,A,NA,A,A,A,A,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,A,A,NA,A,NA,A,NA,NA,NA,A,A,NA,A
29/03/2019,B,NA,NA,NA,A,A,A,NA,NA,A,NA,NA,A,NA,NA,A,NA,NA,A,NA,A,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA,A,A,A,NA,NA,NA,A,NA,A,NA,A,A,NA,NA,A,A,NA,A
30/03/2019,B,NA,NA,NA,NA,A,A,NA,NA,A,NA,NA,A,NA,NA,A,NA,NA,A,NA,A,A,NA,A,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,A,A,NA,A
31/03/2019,B,NA,NA,NA,NA,A,A,NA,NA,NA,A,NA,A,NA,A,A,NA,NA,NA,NA,A,A,NA,A,A,NA,A,NA,A,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,A,A,NA,A
01/04/2019,B,NA,NA,NA,NA,A,A,NA,NA,NA,A,NA,NA,NA,A,A,NA,NA,A,NA,NA,A,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,A,NA,NA,NA,A,NA,A,NA,NA,NA,A,NA,NA,NA,A,A,NA,A
02/04/2019,B,NA,NA,NA,NA,A,A,NA,NA,A,A,NA,NA,NA,A,A,NA,NA,A,NA,A,A,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA
03/04/2019,B,NA,NA,NA,NA,A,A,NA,A,NA,A,NA,NA,NA,NA,A,NA,NA,A,NA,A,A,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,NA,A,NA,NA,NA,A,A,NA,NA
04/04/2019,B,A,NA,NA,NA,A,A,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,A,A,NA,A,NA,A,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,A,A,NA,NA
05/04/2019,B,A,NA,NA,NA,NA,A,A,NA,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,A,NA,A,A,A,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,A,NA,A
06/04/2019,B,A,NA,NA,NA,A,A,NA,A,A,NA,NA,NA,A,NA,NA,NA,A,A,NA,A,NA,NA,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,A,NA,A
07/04/2019,B,A,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,A,NA,A,NA,NA,NA,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,NA,NA,NA,A,NA,A,NA,NA,A,NA,A
08/04/2019,B,A,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,A,NA,A,NA,NA,NA,NA,NA,A,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,A,NA,NA,NA,NA,A
09/04/2019,B,A,NA,NA,NA,NA,A,NA,A,A,A,NA,NA,A,NA,A,NA,NA,A,NA,NA,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,NA,A
10/04/2019,B,A,NA,NA,NA,A,A,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A,A,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,NA,A
11/04/2019,A,NA,NA,NA,NA,A,A,NA,NA,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,A,A,A,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,A,NA,NA,NA,A,NA,A,NA,A,NA,NA,A
12/04/2019,A,NA,NA,NA,NA,A,A,NA,NA,A,NA,NA,NA,A,NA,A,NA,NA,A,NA,A,A,A,A,A,A,A,NA,NA,A,NA,NA,A,NA,NA,NA,NA,A,NA,A,NA,A,A,NA,NA,A,NA,NA,NA,A,NA,NA,A
13/04/2019,B,NA,NA,NA,NA,A,A,NA,NA,NA,A,NA,NA,A,NA,A,NA,NA,A,NA,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,A,A,NA,NA,A,NA,NA,NA,A,A,NA,A
14/04/2019,B,NA,NA,NA,NA,A,A,NA,NA,A,A,NA,NA,A,NA,A,NA,NA,A,NA,A,A,NA,NA,A,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,A,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,A,NA,NA
15/04/2019,B,NA,NA,NA,NA,A,A,NA,A,A,NA,NA,NA,A,NA,NA,NA,NA,A,NA,A,A,A,NA,A,A,NA,NA,A,NA,NA,NA,A,NA,NA,A,NA,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,A,NA,NA
16/04/2019,B,A,NA,NA,NA,A,A,NA,A,A,NA,NA,NA,A,NA,A,NA,NA,A,NA,A,A,A,NA,A,A,A,NA,A,NA,NA,A,A,NA,NA,A,NA,NA,A,A,NA,A,A,NA,NA,A,NA,NA,NA,NA,A,NA,NA
17/04/2019,B,A,NA,NA,NA,A,A,NA,A,NA,NA,NA,NA,A,NA,A,NA,NA,A,NA,A,A,A,NA,A,A,A,NA,A,NA,NA,A,A,NA,NA,A,NA,NA,A,A,NA,A,A,NA,NA,A,NA,NA,A,NA,A,NA,A
18/04/2019,B,A,NA,NA,NA,A,A,NA,A,NA,NA,NA,NA,A,NA,A,NA,A,A,NA,A,A,A,NA,A,A,A,NA,A,NA,NA,A,NA,NA,NA,A,NA,A,A,NA,NA,A,A,NA,NA,A,NA,NA,A,NA,A,NA,A
19/04/2019,B,A,NA,NA,NA,A,A,NA,A,A,NA,NA,NA,NA,NA,A,NA,A,A,NA,A,A,A,NA,A,A,A,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,A,A,NA,A
20/04/2019,B,A,NA,NA,NA,A,A,NA,A,A,NA,NA,NA,NA,NA,A,NA,A,A,NA,A,A,A,NA,A,A,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,A,A,A,NA,A
21/04/2019,B,NA,NA,NA,NA,A,A,NA,A,A,NA,NA,A,NA,NA,A,NA,A,A,NA,A,A,A,NA,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA,A,A,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,A,A,NA,A
22/04/2019,B,NA,NA,NA,NA,A,A,NA,A,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,A,NA,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA,A,A,NA,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,A,A,NA,A
23/04/2019,B,NA,NA,NA,NA,A,A,NA,NA,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,A,A,NA,A,A,A,NA,NA,NA,NA,A,NA,NA,NA,A,A,NA,NA,A,NA,A,NA,NA,A,NA,NA,NA,A,A,NA,NA,A
24/04/2019,B,NA,NA,NA,NA,A,NA,NA,A,A,NA,NA,NA,NA,A,A,NA,NA,A,NA,A,NA,A,NA,A,A,A,NA,NA,NA,NA,A,NA,NA,A,A,A,NA,NA,A,NA,A,NA,NA,A,NA,NA,NA,A,A,NA,NA,A
25/04/2019,B,NA,NA,NA,NA,A,A,NA,A,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,A,A,NA,A,A,A,NA,NA,NA,NA,A,NA,NA,A,A,NA,NA,NA,NA,NA,A,A,NA,A,NA,NA,A,A,A,A,NA,A
26/04/2019,B,NA,NA,NA,NA,A,A,NA,A,A,NA,NA,NA,A,NA,A,NA,NA,A,NA,A,A,NA,NA,A,A,A,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,NA,A,A,NA,A,NA,NA,A,A,A,A,NA,A
27/04/2019,B,NA,NA,NA,NA,A,A,NA,A,A,NA,NA,NA,A,NA,A,NA,NA,A,NA,A,A,A,NA,A,A,A,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,NA,A,A,NA,A,A,NA,NA,A,A,NA,NA,A
28/04/2019,B,NA,NA,NA,NA,A,A,NA,A,A,NA,NA,A,NA,NA,A,NA,NA,A,NA,A,A,A,NA,A,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,NA,NA,NA,A,A,NA,A,A,NA,NA,A,A,NA,NA,A
29/04/2019,B,A,NA,NA,NA,A,A,NA,A,A,NA,NA,A,NA,A,A,NA,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,A,NA,NA,A,A,NA,NA,A,NA,NA,NA,A,NA,NA,A
30/04/2019,B,A,NA,NA,NA,A,A,NA,A,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,A,NA,NA,A,A,NA,NA,A,NA,NA,NA,A,NA,NA,A
01/05/2019,B,A,NA,NA,NA,A,A,NA,NA,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,A,A,NA,A,NA,A,NA,A,NA,NA,NA,A,NA,NA,A,NA,NA,A,NA,NA,A,A,NA,NA,A,NA,NA,NA,A,NA,NA,A
02/05/2019,B,NA,NA,NA,NA,A,A,NA,NA,A,NA,NA,NA,NA,NA,A,NA,A,A,NA,A,A,A,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,A,A,NA,A,NA,NA,A,A,NA,A,A,NA,A,NA,A,A,NA,A
03/05/2019,B,A,NA,NA,NA,A,A,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A,A,NA,A,NA,A,A,NA,NA,A,NA,NA,NA,NA,NA,A,NA,NA,A,A,NA,A,NA,NA,A,A,NA,A,A,NA,A,NA,A,A,NA,A
04/05/2019,B,A,NA,NA,NA,A,NA,A,A,A,NA,NA,NA,NA,NA,A,NA,A,A,NA,A,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,A,NA,A,NA,NA,A,NA,NA,A,A,NA,NA,NA,A,A,NA,A
05/05/2019,B,A,NA,NA,NA,A,A,A,A,A,NA,NA,NA,NA,NA,A,NA,A,A,NA,A,A,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,A,NA,A,NA,NA,A,NA,NA,A,A,NA,NA,NA,A,NA,NA,A
06/05/2019,B,A,NA,NA,NA,A,A,NA,A,A,NA,NA,NA,NA,NA,A,A,NA,A,NA,A,NA,A,NA,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,A,NA,NA,NA,NA,A,NA,NA,A,A,NA,NA,NA,A,NA,NA,A
07/05/2019,B,A,NA,NA,NA,A,A,A,A,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,A,NA,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA,A,A,NA,NA,NA,NA,A,NA,NA,A,A,NA,NA,A,A,NA,NA,A
08/05/2019,B,A,NA,NA,NA,A,A,A,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,A,A,NA,A,A,A,NA,NA,A
09/05/2019,B,A,NA,NA,NA,A,A,A,A,A,NA,NA,NA,NA,NA,A,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,NA,A,A,A,A,A,A,NA,NA,A
10/05/2019,B,A,NA,NA,NA,A,A,A,A,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,NA,NA,NA,A,NA,NA,A,A,NA,NA,A,A,NA,NA,A
11/05/2019,B,NA,NA,NA,NA,A,A,A,A,NA,NA,NA,NA,NA,NA,A,A,NA,A,NA,A,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,A,A,NA,NA,A
12/05/2019,B,NA,NA,NA,NA,A,A,NA,A,A,NA,NA,NA,NA,NA,A,A,NA,A,NA,A,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,A,A,NA,A,NA,NA,A,A,NA,NA,A,NA,NA,A,A,A,NA,A
13/05/2019,B,A,NA,NA,NA,A,A,NA,A,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,A,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,A,A,NA,A,NA,NA,A,A,NA,NA,A,NA,NA,NA,A,A,NA,A
14/05/2019,B,NA,NA,NA,NA,A,A,NA,A,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,A,NA,NA,A,NA,A,NA,NA,NA,NA,NA,A,NA,A,A,A,NA,A,NA,NA,A,A,NA,NA,A,NA,NA,NA,A,A,NA,A
15/05/2019,B,NA,NA,NA,NA,A,A,A,A,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,A,A,NA,A,A,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,NA,A,NA,NA,A
16/05/2019,B,NA,NA,NA,NA,A,A,A,A,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,A,NA,A,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,A,NA,NA,A,NA,NA,NA,A,NA,A,NA,A,NA,NA,A
17/05/2019,B,NA,NA,NA,NA,A,A,A,A,A,A,NA,NA,NA,NA,A,A,NA,A,NA,A,NA,A,NA,A,A,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,A,A,NA,A,NA,NA,NA,A,NA,A,NA,A,NA,NA,A
18/05/2019,A,A,NA,NA,NA,A,A,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,A,NA,A,A,A,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,A,A,NA,A,NA,NA,NA,A,NA,NA,NA,A,NA,NA,A
19/05/2019,B,A,NA,NA,NA,A,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,A,NA,A,A,A,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,NA,A,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A
20/05/2019,B,A,NA,NA,NA,A,A,NA,A,NA,NA,NA,NA,NA,NA,A,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,NA,A,A,NA,NA,NA,NA,A,NA,A,A,NA,A
21/05/2019,B,NA,NA,NA,NA,A,NA,NA,A,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,A,NA,NA,A,NA,NA,A,NA,NA,A,A,NA,NA,NA,NA,A,A,A,A,NA,A
